geno	Omi32_e_2_1	Omi32_e_2_2	Omi32_e_2_3	Omi32_e_2_4	Omi32_e_3_1	Omi32_e_3_2	Omi32_e_3_3	Omi32_e_3_4	Omi32_e_4_1	Omi32_e_4_2	Omi32_e_4_3	Omi32_e_4_4	Omi32_e_5_1	Omi32_e_5_2	Omi32_e_5_3	Omi32_e_5_4	Omi32_e_6_1	Omi32_e_6_2	Omi32_e_6_3	Omi32_e_6_4	Omi32_e_7_1	Omi32_e_7_2	Omi32_e_7_3	Omi32_e_7_4	Omi32_e_8_1	Omi32_e_8_2	Omi32_e_8_3	Omi32_e_8_4	Omi32_e_F_1	Omi32_e_F_2	Omi32_e_F_3	Omi32_e_F_4	Omi32_e_F_5	Omi32_e_F_6	Omi32_e_F_7	Omi32_e_F_8	Omi32_f_2_1	Omi32_f_2_2	Omi32_f_2_3	Omi32_f_2_4	Omi32_f_3_1	Omi32_f_3_2	Omi32_f_3_3	Omi32_f_3_4	Omi32_f_4_1	Omi32_f_4_2	Omi32_f_4_3	Omi32_f_4_4	Omi32_f_5_1	Omi32_f_5_2	Omi32_f_5_3	Omi32_f_5_4	Omi32_f_6_1	Omi32_f_6_2	Omi32_f_6_3	Omi32_f_6_4	Omi32_f_7_1	Omi32_f_7_2	Omi32_f_7_3	Omi32_f_7_4	Omi32_f_8_1	Omi32_f_8_2	Omi32_f_8_3	Omi32_f_8_4	Omi32_f_F_1	Omi32_f_F_2	Omi32_f_F_3	Omi32_f_F_4	Omi32_f_F_5	Omi32_f_F_6	Omi32_f_F_7	Omi32_f_F_8
0110101110111	1	558	765	3452	1	6	194	3805	492	7	592	2292	3	0	890	1358	390	548	1593	1	1463	1358	0	0	4322	971	1	0	0	0	1	188	590	1345	505	1	0	2	2002	1906	0	0	1259	1581	0	2	1124	5821	0	178	526	1223	814	1304	1	350	2239	1	5	0	5067	278	0	0	0	0	92	83	11	673	3003	31
0110101111000	0	291	0	1198	0	2	1008	462	1	72	20	6	1	1	950	422	1	475	0	0	500	0	0	0	1094	2	1	0	1	0	0	0	39	1197	241	216	0	0	310	387	0	0	1048	315	0	2	1792	1	0	1	409	1	1183	240	1	1	1501	2	3	0	1871	0	0	0	0	0	102	0	2	300	821	0
0110101111001	0	97	0	608	0	133	619	138	1	2	168	475	4	1	662	3	590	557	1	1	1205	335	1	0	789	1	2	0	0	0	0	95	50	446	135	0	0	0	584	621	0	0	951	385	0	0	1180	496	1	1128	1265	1	1229	0	0	0	1034	2	1	0	777	296	0	0	0	0	1	38	0	35	1120	0
0110101111010	0	0	166	172	0	0	0	77	0	592	0	313	3	0	0	0	157	0	0	1	0	0	0	0	1098	0	0	0	0	0	0	0	171	1	63	0	0	0	194	236	0	132	74	0	0	67	237	0	0	342	387	0	829	282	0	0	800	0	1	0	1159	1	0	0	0	0	0	178	2	174	480	0
0110101111011	2	637	686	873	2	839	698	253	3	909	363	1028	8	4	1023	593	911	636	0	1	1105	647	1	0	3100	342	0	0	0	0	3	317	853	1578	334	0	0	3	1567	1166	0	183	2337	655	0	816	2360	255	244	241	1899	162	2848	1	2	0	3157	767	9	0	3140	263	1	0	0	0	46	41	2	1497	1110	32
0110101111100	0	449	1649	2447	0	206	733	5284	4	4	912	1425	5	3	1745	1083	1241	2676	1071	1	1398	573	0	0	4426	1186	2	0	333	2	1	214	671	1585	810	0	0	1	1258	2755	0	531	902	2168	0	5	799	2749	0	2	1630	1664	1624	1091	2	0	7748	233	2	0	4194	1	26	0	0	0	77	0	2	663	2529	120
0110101111101	1	263	565	4130	0	1	634	4414	0	3	186	2012	3	4	644	1772	347	324	1004	0	1349	461	208	0	1417	240	2	0	1	0	0	2	363	1270	1240	0	0	2	245	518	1	1	1209	1614	0	1	1083	1896	1	0	465	759	1405	543	0	0	2031	323	1	0	2233	176	234	0	0	0	55	0	9	720	1889	74
0110101111110	3	91	734	1260	1	1	974	3170	7	9	696	453	13	924	661	1546	434	53	2	5	520	438	0	0	2989	473	0	0	0	66	135	1	205	1144	707	0	0	5	1768	1229	0	2	721	1286	0	2	859	4359	2	1	958	2007	1875	302	2	0	3143	0	549	0	3755	674	0	0	1	188	126	1	52	780	1728	0
0110101111111	2	390	906	1989	0	254	260	2563	8	1	964	2516	3	235	287	624	774	4	243	1	2082	159	1	0	2216	810	0	0	2	1	1	0	501	966	777	0	0	2	1284	1710	0	2	80	1169	0	1	1041	2043	0	442	146	2	2787	199	6	1	3288	250	2	0	4157	296	0	0	1	0	64	131	76	546	1574	33
0110110000000	0	912	1689	2162	0	5	849	1840	10	1	489	1122	8	3	436	1731	748	583	71	1	717	721	0	0	2228	740	5	0	0	0	0	2	365	1550	254	1	1	191	2066	976	1	450	1548	362	0	0	1944	1924	0	3	2482	643	1565	954	1	0	2447	627	2	0	2183	0	0	0	0	0	96	0	35	942	1609	35
0110110000001	0	1384	5092	4976	0	7	2096	7528	18	151	3720	1218	12	2	938	3147	2191	3928	961	2	4768	3049	2	0	10547	1206	6	0	0	1	2	1	1434	3571	1360	2	1	220	4988	2658	0	518	3963	2822	0	183	3827	4662	407	1	3672	3021	6269	2	1	0	8738	1061	4	0	6040	160	104	0	1	0	140	0	8	3226	3434	46
0110110000010	2	127	0	228	1	1	470	244	0	0	0	0	0	0	526	276	441	687	0	0	0	1	0	0	508	0	0	0	0	0	1	0	1	568	0	0	0	0	718	155	0	0	509	720	0	0	454	1	0	0	0	1	0	0	0	0	1113	1	0	0	942	0	171	0	0	0	0	0	33	159	281	0
0110110000011	0	0	1036	1183	0	0	109	1217	0	1	866	0	0	247	94	5	141	165	0	0	892	171	0	0	2407	138	0	0	0	0	140	0	275	764	402	1	0	4	1321	344	0	2	747	191	0	1	270	350	2	240	342	0	1674	1	0	0	1015	522	0	0	961	0	0	0	1	0	45	0	1	613	1008	0
0110110000100	0	199	1365	815	0	2	209	1528	4	2	2	0	4	0	3	970	4	983	0	0	318	718	1	0	2768	0	571	0	0	0	0	0	312	1071	99	0	0	1	1255	611	0	0	826	512	0	0	109	746	0	0	1	363	214	0	49	0	202	0	0	0	632	1	1	0	1	0	67	0	1	655	723	69
0110110000101	2	213	3113	775	1	9	726	4064	13	3	906	1314	9	5	204	1814	8	7	639	1	2241	2352	0	0	2535	294	4	0	3	1	1	239	496	2221	752	0	1	99	2507	708	0	281	972	671	0	5	200	4520	1	66	65	2010	491	496	739	0	2073	357	13	0	2805	0	269	0	0	0	177	43	122	1288	1915	48
0110110000110	5	1116	5369	6123	1	15	2507	8387	15	461	268	5748	10	847	311	5498	441	765	4077	5	4669	2388	604	0	6785	691	13	0	334	0	2	86	2429	5586	1232	561	1	212	6525	2861	1	675	5079	4004	0	9	1362	7531	7	5	1261	5310	3528	7061	815	5	9007	4	35	0	8799	239	445	0	0	2	110	1	134	4890	5796	59
0110110000111	0	533	1810	4257	0	1	892	3056	8	1	328	4635	5	3	1402	1681	140	7	954	1	3172	407	0	0	2298	247	2	0	0	126	187	0	507	2155	392	2	1	97	2483	1311	0	1	701	1521	0	400	527	4147	0	3	93	4521	928	1375	434	1	2271	326	10	0	3016	0	159	0	2	0	22	0	117	1219	2093	0
0110110001000	0	627	1799	1956	0	2	1927	2917	0	1	298	341	3	1	3570	279	1102	1362	0	0	1758	767	0	0	3233	243	1	0	68	1	2	0	819	1775	702	0	0	1	2766	1008	0	0	2417	1253	0	1	2622	881	0	3	3018	739	4107	567	210	0	5388	251	8	0	3215	2	35	0	1	0	29	3	3	824	2749	0
0110110001001	1	285	1650	2119	0	6	238	1560	7	93	1985	1263	2	269	2812	148	1533	668	91	0	1872	76	0	0	3507	118	2	0	0	0	2	1	768	1598	863	3	0	1	1322	997	0	289	2367	1354	0	4	2133	1361	1	2	2484	1088	1766	401	2	0	4975	0	2	0	2783	0	0	0	0	0	30	29	6	1381	1590	0
0110110001010	0	444	3169	6629	1	791	3336	7028	14	1627	3379	1138	13	1978	2920	1828	2872	2267	279	3	2170	1942	98	0	6177	1577	0	0	0	0	4	66	2570	5811	1759	0	1	6	5948	2389	1	3	4591	3176	0	7	5401	1310	5	3	7294	692	4550	1214	12	2	7018	2	216	0	7841	298	279	0	0	0	173	1	430	1999	4915	49
0110110001011	0	153	2520	2110	0	652	1094	2850	3	1	1095	989	2	1725	1124	815	1850	789	835	2	2490	207	4	0	2792	626	0	0	0	0	2	242	329	1416	469	4	0	110	1988	1206	0	124	1014	1255	0	204	1713	890	3	2	3320	1	1453	0	2	0	4486	141	3	0	4069	320	0	0	0	0	58	0	5	996	2240	154
0110110001100	2	2	965	1201	0	1	1006	495	8	6	687	1060	2	1	335	920	3	182	143	3	1040	196	0	0	2570	38	0	0	150	0	0	1	872	644	195	0	0	232	1922	335	0	0	1070	597	0	1	584	467	0	4	259	1376	231	0	316	1	1524	96	2	0	849	1	214	0	1	0	28	0	0	436	1275	0
0110110001101	0	3	2006	4207	2	3	780	3793	4	1007	388	3866	4	1	423	1734	5	6	1018	0	2006	1707	0	0	3016	493	0	0	2	0	2	305	954	3195	1114	0	0	4	2020	1238	0	147	1881	1421	0	1	378	4579	1	2	3	3111	1394	691	586	0	5882	167	7	0	3601	1	1	0	0	0	23	51	9	1656	2743	0
0110110001110	1	285	5625	5952	2	6	1570	6034	8	798	783	3830	10	3	680	5671	117	2579	1705	492	1947	1811	154	0	7463	606	6	0	0	1	3	264	1700	4776	990	2	0	497	5760	2919	0	8	4933	1840	2	277	376	5529	1	2	321	9708	2441	3959	611	2	4406	653	3	0	7035	828	95	0	0	0	67	114	46	2356	4596	0
0110110001111	2	111	1597	2141	0	260	229	1682	1	0	783	2149	4	0	228	1800	2	298	416	1	760	873	0	0	2318	167	0	0	529	0	0	0	639	1999	1217	1	1	2	1451	987	0	433	2115	761	0	1	532	1951	2	0	24	1408	275	270	2	0	3034	1	1	0	2467	374	0	0	0	1	0	123	8	1341	1753	0
0110110010000	0	1	1354	1169	0	5	614	234	0	317	455	0	518	223	336	2	551	0	0	1	422	3	0	0	1195	406	1	0	0	1	1	0	821	1747	555	0	0	166	1118	825	0	0	1355	467	0	4	1100	1	2	1160	1060	3	1696	1	0	0	2649	0	0	0	2137	0	1	0	0	0	0	1	5	389	1579	29
0110110010001	0	713	617	561	0	0	529	413	1	154	517	284	0	1	800	0	374	202	0	0	477	2	0	0	1517	195	1	0	4	1	0	0	0	397	368	1	0	1	623	568	0	0	1243	722	0	135	1944	1	0	0	579	412	769	0	0	0	193	186	0	0	488	107	0	0	0	0	15	0	2	195	137	0
0110110010010	0	0	0	947	0	174	599	795	0	231	940	0	0	6	997	1	0	0	1	0	275	146	0	0	609	0	0	0	0	0	1	0	390	135	142	0	0	1	524	212	0	0	827	524	0	3	1219	0	0	652	464	2	1199	0	0	0	415	1	1	0	1252	108	0	0	0	0	66	0	19	763	188	25
0110110010011	2	152	856	249	1	1	255	630	1	1	225	0	0	1	428	2	4	320	0	1	584	456	0	0	651	253	0	0	1	1	0	0	554	566	119	0	0	0	928	476	0	0	160	445	0	0	340	2	0	0	452	1	2868	0	0	0	1812	375	0	0	1757	0	160	0	0	0	31	0	1	567	324	1
0110110010100	2	295	2936	2970	0	231	1377	5879	4	8	585	5779	9	320	564	3395	434	1255	1252	2	3214	1352	0	0	5274	892	0	0	0	2	1	355	1118	4997	724	302	0	541	3623	2114	0	282	2594	2391	0	9	1937	5446	0	3	1052	3830	1450	1372	6	1	3070	198	670	0	5373	328	35	0	0	0	102	0	71	1591	3231	0
0110110010101	1	4	158	1743	0	1	0	1777	1	1	24	1764	0	3	1	710	4	167	175	0	655	473	0	0	1575	200	0	0	0	1	0	0	110	820	500	1	0	0	284	1074	0	0	1098	1113	0	5	0	2059	0	2	2	539	119	0	1	0	177	0	663	0	835	0	0	0	0	0	43	1	2	521	792	0
0110110010110	3	327	3771	7577	0	8	1789	8383	22	6	1153	3194	20	174	2901	3336	637	2644	1741	3	2685	1804	5	0	5770	1525	624	0	1	0	4	3	1832	5117	3232	2	0	303	3792	4449	0	6	3972	3439	0	4	735	7657	0	5	1742	8057	3081	262	5	2	13213	957	13	0	8210	522	394	0	4	0	173	0	20	2749	5011	62
0110110010111	2	493	969	2624	0	0	546	2195	0	162	1	1113	2	0	346	681	165	725	829	1	809	1	1	0	4083	454	0	0	0	0	0	0	998	1710	629	0	0	333	1429	1210	0	0	572	921	0	1	11	2638	0	0	115	3	1054	315	2	1	773	471	0	0	2478	0	0	0	0	0	38	0	19	396	1482	54
0110110011000	0	126	2509	1290	1	215	1717	1097	2	4	1698	114	4	1065	1250	774	1577	518	0	1	2494	846	0	0	2966	290	410	0	9	113	2	1	830	2998	825	1	0	2	1891	1208	1	1	2103	192	0	437	2290	1	1	2529	1193	3	114	101	0	0	2521	731	2	0	4197	81	0	0	0	0	42	1	3	1023	2345	0
0110110011001	2	304	2837	3774	0	650	1817	2127	12	2009	2034	2	765	799	2178	349	3181	554	264	1	2543	1947	230	0	4483	797	1	0	87	144	138	109	974	4159	1090	0	1	46	3482	2115	0	2	3117	923	0	1238	4163	241	832	3430	753	645	1882	2817	2	0	8150	598	1039	0	7004	436	401	0	1	1	78	1	52	1773	2169	0
0110110011010	0	2	331	920	0	212	1209	1	0	200	447	0	3	488	0	265	905	138	0	0	546	427	0	0	31	0	0	0	0	0	0	0	350	334	0	0	0	0	793	616	0	0	303	111	0	0	864	1	0	3	18	0	907	2	0	0	610	0	0	0	256	0	0	0	0	0	0	1	202	539	283	0
0110110011011	0	344	1096	708	0	252	896	795	4	157	437	0	495	588	236	296	1198	692	150	0	1252	177	667	0	433	3	0	0	0	0	0	0	115	1267	1	0	0	1	659	501	0	0	1581	333	0	285	1440	0	2	0	676	3	1052	392	0	0	768	0	2	0	1071	0	0	0	2	1	0	1	3	832	1081	81
0110110011100	0	0	0	717	0	0	869	846	0	0	1	83	1	0	406	426	1	236	399	0	774	392	0	0	828	96	0	0	0	0	1	0	329	1383	456	0	0	1	573	797	0	1	323	132	0	0	242	1075	0	2	0	1786	685	327	0	0	701	2	0	0	1266	151	0	0	0	0	0	0	1	80	803	0
0110110011101	1	4	1724	2960	1	145	1097	3013	7	4	36	478	6	0	673	1723	3	644	251	1	781	340	0	0	1903	171	287	0	1	0	0	0	105	1016	150	0	0	1	1550	1193	0	123	644	685	0	3	470	3344	0	0	488	365	3980	1302	0	0	1573	1	1264	0	2344	0	0	0	1	1	121	118	5	665	2143	47
0110110011110	1	1	123	217	0	2	333	391	3	0	931	93	0	0	249	584	1	673	162	0	331	668	0	0	1113	0	0	0	0	0	1	0	146	541	94	0	0	0	995	527	0	0	1205	435	0	0	141	232	0	0	641	0	677	2	0	0	771	0	2	0	1771	158	0	0	0	0	63	0	6	152	1262	0
0110110011111	3	0	942	1685	0	4	405	2178	5	4	594	172	4	5	1410	1240	463	771	84	1	750	808	0	0	3024	378	3	0	0	0	0	1	307	1800	435	3	0	164	2368	829	0	239	1577	1220	0	64	889	1633	3	3	1051	3193	2923	733	3	0	1454	107	854	0	2923	0	0	0	0	0	58	0	1	510	1583	0
0110110100000	0	82	2166	1641	1	313	702	914	5	0	258	0	1	1	495	2	949	1	0	0	950	542	0	0	1717	1	2	0	1	0	1	0	221	905	166	0	0	0	701	766	0	123	1045	566	0	3	823	653	0	0	779	0	2779	0	1	1	1844	0	4	0	2427	291	1	0	0	0	51	0	0	430	1243	37
0110110100001	2	942	4149	7338	1	207	3328	4165	0	561	4271	926	13	1554	4486	1374	3366	1188	481	2	3372	2179	1	0	6528	1479	2	0	6	0	2	117	936	3744	2668	544	0	3	4400	3937	1	0	2751	2317	1	10	4369	928	3	253	7594	135	6062	482	385	1	6954	630	654	0	5298	506	186	0	2	0	138	5	164	1834	4148	165
0110110100010	0	0	3249	3769	0	282	2992	2176	6	440	3399	3	303	3683	1837	1061	1580	729	177	1	3169	1324	958	0	4790	778	22	0	4	2	1	2	808	4357	1377	4	0	312	3370	2381	2	1	2136	3118	0	650	5643	28	3	4	2559	367	3525	1489	4	0	6857	2	7	0	6042	0	1	0	3	0	145	144	103	1164	3577	29
0110110100011	0	2	1423	2228	0	447	453	1472	6	0	464	833	3	2	1592	519	1349	2008	80	2	1	975	1	0	3102	101	519	0	0	1	0	0	255	3012	453	0	0	3	2274	640	0	0	1328	915	0	1	3400	1	0	706	965	0	4412	644	0	0	3311	2	3	0	3351	195	244	0	0	0	63	62	5	690	1700	0
0110110100100	3	185	1598	1533	0	257	429	2088	2	231	22	1153	0	614	4	1475	6	353	509	0	965	1172	0	0	2871	399	0	0	0	0	0	2	484	1510	373	0	0	2	2002	546	1	0	1516	907	0	322	602	2681	0	169	18	1200	404	1545	1	1	3120	632	0	0	2197	84	0	0	0	0	89	0	2	985	1396	55
0110110100101	1	619	4151	6714	3	122	2733	10517	12	1278	2051	4476	25	576	33	7735	465	970	2796	1	3548	2621	1593	0	9643	1366	5	0	202	5	343	41	642	5233	2869	347	0	771	4939	4049	1	329	2711	4848	0	304	1540	9424	375	230	365	5299	948	2791	989	0	4218	700	400	0	7629	282	209	0	1	1	72	149	104	2955	5262	157
0110110100110	0	313	2	790	0	2	127	942	3	232	68	858	0	1	332	901	138	506	523	1	518	448	0	0	1486	236	0	0	0	0	1	0	1	481	147	1	0	1	1074	678	1	272	756	1062	0	1	488	1866	1	0	0	1	825	264	3	0	1016	0	1	0	1639	1	1	0	0	0	51	0	1	523	749	0
0110110100111	0	0	522	493	0	0	0	875	1	0	0	2	0	0	0	0	1	1428	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	203	52	0	0	0	499	266	0	0	463	159	0	0	206	781	0	0	0	360	1	1389	0	0	1	0	1	0	331	0	1	0	0	0	0	0	7	0	304	0
0110110101000	0	258	1437	504	0	277	1740	987	2	603	2004	3	3	0	442	431	986	470	1	1	1354	497	1	0	1828	57	0	0	0	0	0	0	238	2203	1278	1	0	60	1992	779	1	2	2040	430	0	0	1782	210	1	1830	981	1	1838	179	0	0	2272	0	0	0	2584	229	0	0	1	0	67	0	239	667	1669	0
0110110101001	0	992	1494	3146	0	190	1486	2210	7	331	2164	792	3	1367	1738	542	2274	2767	781	3	2405	1032	415	0	5134	304	0	0	0	0	3	1	233	3201	1431	377	0	3	3207	2336	0	427	3812	1322	0	191	2379	2	799	1353	2095	1	2979	3	0	0	5077	631	1	0	4593	86	1	0	0	0	1	101	186	1054	2165	140
0110110101010	2	663	1409	1666	2	191	1193	1869	5	667	682	3	0	157	2061	616	1243	1	121	1	1096	744	1	0	1079	133	4	0	1	1	1	1	476	1030	524	1	0	1	1238	1311	0	2	464	1096	0	516	1473	371	1	318	1278	1	2318	0	0	0	1268	2	10	0	2391	1	0	0	0	0	48	81	3	791	1803	42
0110110101011	1	0	713	1540	0	293	1382	1264	0	642	3139	244	1	5	2148	412	2694	5	286	0	1237	1514	580	0	1663	2	2	0	1	0	33	198	569	1989	547	0	0	2	1848	2376	0	2	1843	1459	0	1322	2974	1090	1	1542	1429	1	971	2	1	0	2282	1	765	0	3526	2	0	0	0	0	105	1	201	930	1923	97
0110110101100	0	382	1415	2577	0	4	740	895	4	1	288	1393	0	3	532	1345	715	297	394	0	560	999	0	0	1803	0	0	0	149	9	1	0	616	2630	525	0	0	305	1492	699	0	0	1125	964	0	1	137	675	0	2	281	425	9	203	0	0	1015	257	11	0	2157	704	2	0	0	0	115	0	0	645	1876	1
0110110101101	1	330	552	1491	0	195	480	1905	3	6	19	2223	4	571	213	914	0	2	1973	0	382	716	0	0	1584	0	1	0	0	0	1	0	562	1263	284	0	0	2	928	781	0	246	1767	701	0	2	682	2247	1	0	16	905	140	1103	0	0	2509	430	1	0	2473	0	371	0	0	0	17	246	41	647	1329	34
0110110101110	156	1	575	1082	3	0	261	948	2	1	595	1534	1	3	452	421	284	14	179	1	239	649	0	0	2566	134	2	0	1	0	45	0	547	1193	598	87	0	1	1813	266	0	1	1010	482	0	1	509	623	1	0	113	2325	999	1736	0	0	734	1	0	0	1737	1	0	0	0	0	61	1	1	458	873	0
0110110101111	2	625	8026	8781	2	316	1381	7864	34	815	1798	3955	19	657	1646	5430	373	5145	593	8	3760	3233	857	0	9308	1197	6	0	0	2	0	129	849	5694	2332	3	1	303	5064	4345	1	2	3809	3600	1	7	1130	9854	3	2	1302	8348	4734	2882	13	0	9374	395	310	0	10545	296	0	0	2	1	110	67	12	1803	6837	52
0110110110000	0	136	2	644	0	240	500	427	2	350	385	1	0	626	4	5	204	8	340	3	520	346	0	0	2086	0	0	0	0	255	284	0	192	1342	167	0	0	0	912	39	0	0	491	120	0	581	854	0	568	1268	169	1	272	2	0	0	1272	0	7	0	2332	2	0	0	1	0	38	0	0	706	639	0
0110110110001	0	2	0	986	0	0	258	458	0	1	438	0	0	617	560	0	206	918	0	0	301	151	273	0	335	175	0	0	0	0	0	0	0	729	1	0	2	186	1	189	0	0	0	132	0	0	459	0	0	591	166	0	0	0	166	0	0	1	0	0	724	34	0	0	0	0	0	0	1	3	448	0
0110110110010	0	76	1047	1946	0	360	1414	124	4	758	1105	0	1	617	1043	2	223	1	315	0	1465	2	0	0	1571	164	1	0	0	235	3	185	494	1254	488	0	0	0	421	603	0	1	816	609	0	821	1453	194	0	689	186	0	1229	2	1	0	1467	0	3	0	1636	0	0	0	0	0	46	0	2	116	1534	53
0110110110011	0	230	1037	4	0	0	912	333	0	0	10	1	3	1103	1464	370	461	181	0	1	420	481	319	0	1335	1	0	0	4	0	0	160	108	830	11	0	0	4	116	324	0	2	713	404	0	171	593	193	0	536	0	3	920	1	0	346	211	0	0	0	1823	247	0	0	1	0	5	0	105	441	1038	0
0110110110100	3	405	1182	3814	0	258	436	2284	2	2	1172	2073	2	3	895	1218	484	545	866	0	841	958	0	0	3102	435	2	0	1	0	0	0	347	1497	591	0	1	0	2963	2441	1	0	1270	1759	0	1	582	4185	1	0	825	4875	1125	628	3	0	3342	2	10	0	3034	283	302	0	0	0	96	0	4	813	2111	1
0110110110101	1	165	2131	3882	0	0	1149	4152	4	6	754	3593	7	4	643	3651	8	953	606	1	1507	1719	0	0	5836	310	0	0	0	27	1	0	865	1748	331	268	1	328	1768	2035	0	7	794	3741	1	3	618	2730	0	1	0	2782	1077	1877	6	1	1933	552	19	0	3331	0	0	0	1	67	137	0	63	740	2715	46
0110110110110	2	1573	1847	7887	3	353	800	6200	5	7	1687	2149	8	7	1920	1642	867	1769	1363	0	2239	2589	0	0	5577	1791	475	0	265	1	0	2	1011	4137	1675	660	0	228	4645	4579	0	595	1858	4563	0	5	1806	5625	1	3	1625	3711	2995	2394	501	0	7223	252	12	0	5897	553	0	0	0	1	203	0	146	1382	5841	120
0110110110111	0	1	439	936	0	0	143	707	5	2	575	161	2	0	7	364	4	3	0	3	318	277	0	0	1836	237	0	0	0	0	0	0	173	1235	0	0	0	1	0	440	1	0	424	668	0	2	181	1109	0	0	386	470	701	949	0	0	2274	0	1	0	1194	1	0	0	0	0	0	0	2	422	766	0
0110110111000	0	2	1745	1014	0	621	1325	58	2	2179	1477	1	266	1520	629	389	2388	541	498	1	1317	367	1	0	2758	348	1	0	39	0	0	0	536	2492	688	1	0	1	1769	1418	0	1	2191	469	0	1150	1570	405	1	1308	331	4	2368	88	0	396	3085	214	1	0	2576	0	0	0	0	0	18	0	5	773	1749	186
0110110111001	0	0	1501	894	0	140	640	515	0	966	1402	2	0	300	540	148	1724	867	1	0	66	347	0	0	3399	518	3	0	0	0	1	0	555	1834	243	0	0	1	974	720	0	0	2863	572	0	576	976	0	4	549	906	4	1813	163	1	0	2397	0	6	0	2244	151	0	0	0	0	35	1	2	542	1814	0
0110110111010	2	833	2613	2261	1	1101	2868	1329	3	2657	897	1	111	1416	672	4	1989	1229	272	0	2062	613	2	0	5425	837	2	0	0	0	2	94	1162	2715	521	3	0	119	2356	1787	0	225	4657	939	0	2920	2422	7	0	685	1060	4	2883	997	2	0	6878	33	2	0	5523	1	0	0	0	94	11	3	2	2123	2797	38
0110110111011	2	966	2808	3595	2	1272	3919	1615	7	3013	2073	1087	1696	1998	2737	544	3286	5	91	1	2135	810	256	0	5286	377	7	0	2	2	0	59	1539	4058	1471	1	0	621	1424	3684	0	97	6101	1159	0	3581	4260	281	1524	4246	2575	3	3029	373	4	0	6606	152	4	0	6769	294	71	0	0	0	21	64	286	1617	4186	138
0110110111100	3	742	2021	1833	0	696	969	3766	6	618	1636	1639	13	501	12	1176	704	1391	5	1	2396	644	0	0	3270	114	561	0	224	262	0	0	175	2171	975	3	0	210	1989	3026	1	3	1520	2268	1	1	1823	2261	1	4	3959	6	1842	1	0	0	3105	368	1	0	5000	1680	263	0	0	0	94	0	104	1385	3044	52
0110110111101	0	4	1536	1934	0	0	954	1436	1	152	2218	2	1	0	328	904	315	1	565	0	772	1029	1	0	1005	104	0	0	1	1	0	0	576	1375	229	186	0	2	535	677	0	0	335	842	0	1	157	703	0	0	737	350	321	1	1	0	1333	0	0	0	1319	386	0	0	0	0	1	0	120	244	1192	0
0110110111110	1	265	2762	3576	1	915	851	4035	11	4	4746	352	12	679	3594	2129	825	2551	1035	1	1873	2171	1	0	4354	2102	1169	0	0	0	1	2	664	2572	2012	0	0	3	3267	2237	0	360	3944	974	0	2	1742	4683	1	817	1720	3109	2758	158	2	0	7870	2	602	0	5151	515	0	0	0	0	342	1	11	1201	3124	136
0110110111111	0	61	1127	2512	1	204	1097	2296	2	2	2911	1703	5	0	1142	1964	617	576	1	1	1763	370	0	0	2451	173	4	0	1	1	0	112	355	1341	317	104	0	3	1227	1140	0	588	1028	1216	0	3	602	939	1	2	785	2	143	658	6	0	1948	1	348	0	1616	186	0	0	1	0	0	67	16	754	1695	41
0110111000000	2	309	1082	2194	0	209	366	1882	4	497	662	1072	1	1	388	2044	5	3	383	0	1466	691	0	0	2234	500	0	0	214	0	1	107	246	1323	878	0	0	65	1312	1233	0	1	728	1540	0	0	430	2680	0	4	3	2815	474	595	2	0	3482	1	1	0	2650	1	0	0	0	0	18	0	3	624	1672	75
0110111000001	399	382	3468	2985	0	189	1580	6020	6	2	92	3221	3	3	14	4011	407	716	2266	0	1762	1442	230	0	4106	773	2	0	2	0	5	2	170	2514	464	150	0	1	2708	2133	0	1	1857	1995	0	2	413	6505	0	1	8	2929	630	3760	3	0	3804	4	8	0	4552	310	207	0	252	1	109	158	8	901	2363	64
0110111000010	0	2	989	382	0	1	170	1230	4	0	9	901	2	0	354	877	1	561	0	0	428	789	0	0	827	0	1	0	0	1	0	121	147	888	117	0	0	127	338	452	0	4	570	600	0	1	206	2680	0	0	1	399	92	420	278	0	2783	0	0	0	2114	0	0	0	0	0	0	53	2	409	691	0
0110111000011	1	3	342	927	0	0	151	1358	1	1	27	1402	1	0	313	390	1	3	0	0	179	621	0	0	892	184	0	0	0	0	0	1	78	522	131	0	0	0	252	289	0	0	115	231	0	1	0	1430	0	0	2	1158	11	2	0	0	891	1	8	0	415	0	0	0	0	0	30	0	5	71	585	0
0110111000100	1	172	2033	2746	0	3	778	3917	8	7	44	4404	4	4	6	3513	9	13	1115	2	441	512	0	0	4486	452	2	0	2	0	0	107	1150	1501	668	0	1	2	1625	1522	0	1	1676	822	0	1	355	3401	0	4	6	4208	226	1	598	0	2027	505	1	0	3356	467	336	0	0	0	39	0	9	1170	1708	174
0110111000101	0	453	2953	3028	0	2	740	3281	9	1	1543	3020	2	3	459	2174	5	4	1930	2	108	1457	0	0	2444	676	0	0	2	0	0	226	164	1260	316	90	0	3	2155	1246	0	358	1041	2129	0	304	138	4539	1	0	1	4099	972	3	652	0	4443	430	2	0	2824	130	1	0	1	0	71	0	2	585	2087	36
